     Depth     SoundProfile
    402.514984    1509.633545
    397.844696    1509.870972
    393.177002    1510.110352
    388.511963    1510.352173
    383.849609    1510.595947
    379.189911    1510.842041
    374.532959    1511.090332
    369.878723    1511.340576
    365.227295    1511.593384
    360.578674    1511.848145
    355.932861    1512.105347
    351.289886    1512.364746
    346.649811    1512.626221
    342.012634    1512.890137
    337.378418    1513.156250
    332.747131    1513.424805
    328.118835    1513.695679
    323.493591    1513.968750
    318.871399    1514.244141
    314.252258    1514.521973
    309.636230    1514.802002
    305.023346    1515.084473
    300.413635    1515.369385
    295.807129    1515.656494
    291.203796    1515.946289
    286.603760    1516.238281
    282.007019    1516.532715
    277.413574    1516.829590
    272.823456    1517.129028
    268.236725    1517.430908
    263.653381    1517.735107
    259.073517    1518.041626
    254.497101    1518.350830
    249.924194    1518.662598
    245.354797    1518.976807
    240.788971    1519.293579
    236.226746    1519.612793
    231.668152    1519.934570
    227.113220    1520.258789
    222.561966    1520.585693
    218.014450    1520.915161
    213.470688    1521.247192
    208.930725    1521.581787
    204.394577    1521.918945
    199.862305    1522.258789
    195.333908    1522.601318
    190.809448    1522.946411
    186.288956    1523.294189
    181.772461    1523.644531
    177.260010    1523.997559
    172.751617    1524.353271
    168.247330    1524.711670
    163.747192    1525.072754
    159.251221    1525.436523
    154.759460    1525.802979
    150.271942    1526.172119
    145.788727    1526.544189
    141.309814    1526.918823
    136.835266    1527.296265
    132.365112    1527.676514
    127.899406    1528.059326
    123.438164    1528.445068
    118.981430    1528.833618
    114.529251    1529.224854
    110.081665    1529.619019
    105.638695    1530.015991
    101.200394    1530.415649
     96.766792    1530.818115
     92.337936    1531.223633
     87.913872    1531.631836
     83.494629    1532.042725
     79.080246    1532.456787
     74.670761    1532.873535
     70.266235    1533.293213
     65.866692    1533.715820
     61.472176    1534.141235
     57.082733    1534.569580
     52.698399    1535.000732
     48.319221    1535.435059
     43.945236    1535.872070
     39.576492    1536.312012
     35.213032    1536.755005
     30.854897    1537.200928
     26.502129    1537.649658
     22.154774    1538.101562
     17.812874    1538.556152
     13.476475    1539.013916
      9.145621    1539.474487
      4.820357    1539.937988
      0.500729    1540.404541
     -3.813219    1540.874023
     -8.121441    1541.346680
    -12.423891    1541.822266
    -16.720524    1542.300781
    -21.011292    1542.782227
    -25.296148    1543.266846
    -29.575047    1543.754272
    -33.847939    1544.244873
    -38.114777    1544.738403
    -42.375519    1545.234863
    -46.630112    1545.734497
    -50.878502    1546.237183
    -55.120651    1546.742676
    -59.356503    1547.251343
    -63.586010    1547.762939
    -67.809128    1548.277588
    -72.025795    1548.795410
    -76.235977    1549.316162
    -80.439606    1549.839844
    -84.636650    1550.366699
    -88.827042    1550.896484
    -93.010742    1551.429443
    -97.187698    1551.965210
   -101.357849    1552.504272
   -105.521149    1553.046143
   -109.677536    1553.591309
   -113.826981    1554.139160
   -117.969406    1554.690186
   -122.104767    1555.244263
   -126.233017    1555.801392
   -130.354095    1556.361572
   -134.467957    1556.924561
   -138.574539    1557.490723
   -142.673782    1558.059814
   -146.765640    1558.632080
   -150.850067    1559.207153
   -154.926971    1559.785278
   -158.996338    1560.366455
   -163.058075    1560.950562
   -167.112167    1561.537720
   -171.158539    1562.127686
   -175.197113    1562.720703
   -179.227859    1563.316650
   -183.250702    1563.915649
   -187.265594    1564.517578
   -191.272461    1565.122314
   -195.271271    1565.730225
   -199.261963    1566.340820
   -203.244461    1566.954468
   -207.218704    1567.571045
   -211.184631    1568.190430
   -215.142212    1568.812622
   -219.091370    1569.437744
   -223.032028    1570.065674
   -226.964142    1570.696655
   -230.887650    1571.330322
   -234.802490    1571.966797
   -238.708588    1572.606201
   -242.605896    1573.248291
   -246.494354    1573.893311
   -250.373901    1574.541016
   -254.244461    1575.191406
   -258.105957    1575.844727
   -261.958374    1576.500488
   -265.801636    1577.159180
   -269.635620    1577.820557
   -273.460327    1578.484619
   -277.275665    1579.151123
   -281.081573    1579.820435
   -284.877991    1580.492432
   -288.664856    1581.166992
   -292.442078    1581.843994
   -296.209656    1582.523682
   -299.967468    1583.206055
   -303.715454    1583.890747
   -307.453552    1584.578125
   -311.181702    1585.267822
   -314.899780    1585.959961
   -318.607849    1586.654785
   -322.305725    1587.351807
   -325.993347    1588.051270
   -329.670715    1588.753052
   -333.337708    1589.457275
   -336.994263    1590.163818
   -340.640350    1590.872559
   -344.275848    1591.583496
   -347.900696    1592.296631
   -351.514862    1593.012207
   -355.118225    1593.729980
   -358.710754    1594.449585
   -362.292358    1595.171631
   -365.862976    1595.895630
   -369.422546    1596.621582
   -372.971008    1597.349731
   -376.508240    1598.079834
   -380.034180    1598.812012
   -383.548828    1599.546021
   -387.052002    1600.281860
   -390.543732    1601.019531
   -394.023865    1601.759277
   -397.492401    1602.500488
   -400.949219    1603.243774
   -404.394257    1603.988525
   -407.827454    1604.735107
   -411.248688    1605.483276
   -414.657959    1606.233154
   -418.055115    1606.984619
   -421.440186    1607.737305
   -424.812988    1608.491699
   -428.173492    1609.247559
   -431.521637    1610.004883
   -434.857330    1610.763428
   -438.180481    1611.523315
   -441.491089    1612.284546
   -444.789001    1613.046875
   -448.074158    1613.810791
   -451.346466    1614.575439
   -454.605896    1615.341309
   -457.852356    1616.108154
   -461.085754    1616.876221
   -464.306030    1617.645142
   -467.513123    1618.414917
   -470.706909    1619.185547
   -473.887329    1619.957275
   -477.054352    1620.729492
   -480.207855    1621.502441
   -483.347778    1622.276123
   -486.473999    1623.050293
   -489.586487    1623.825195
   -492.685181    1624.600342
   -495.769958    1625.376221
   -498.840759    1626.152466
   -501.897522    1626.928955
   -504.940125    1627.705688
   -507.968536    1628.482788
   -510.982666    1629.260010
   -513.982422    1630.037231
   -516.967773    1630.814697
   -519.938599    1631.592285
   -522.894775    1632.369385
   -525.836304    1633.146606
   -528.763062    1633.923706
   -531.674988    1634.700439
   -534.572021    1635.477051
   -537.454102    1636.253174
   -540.321045    1637.028931
   -543.172852    1637.804199
   -546.009521    1638.578979
   -548.830811    1639.353149
   -551.636719    1640.126465
   -554.427124    1640.899170
   -557.202026    1641.670898
   -559.961365    1642.442017
   -562.704956    1643.212158
   -565.432800    1643.981201
   -568.144775    1644.749268
   -570.840820    1645.516113
   -573.520874    1646.281738
   -576.184814    1647.046265
   -578.832642    1647.809204
   -581.464233    1648.570923
   -584.079468    1649.331055
   -586.678284    1650.089600
   -589.260620    1650.846680
   -591.826477    1651.601929
   -594.375671    1652.355469
   -596.908142    1653.107178
   -599.423828    1653.856934
   -601.922668    1654.604736
   -604.404602    1655.350342
   -606.869507    1656.093994
   -609.317322    1656.835449
   -611.747986    1657.574707
   -614.161377    1658.311279
   -616.557495    1659.045776
   -618.936157    1659.777588
   -621.297363    1660.506836
   -623.641113    1661.233398
   -625.967163    1661.957397
   -628.275513    1662.678467
   -630.566101    1663.396729
   -632.838867    1664.112061
   -635.093689    1664.824219
   -637.330566    1665.533447
   -639.549377    1666.239380
   -641.750061    1666.942139
   -643.932495    1667.641357
   -646.096680    1668.337402
   -648.242493    1669.029907
   -650.369873    1669.718750
   -652.478760    1670.404053
   -654.569092    1671.085571
   -656.640747    1671.763184
   -658.693726    1672.437134
   -660.727905    1673.107056
   -662.743164    1673.772949
   -664.739624    1674.434570
   -666.717041    1675.092285
   -668.675415    1675.745605
   -670.614624    1676.394531
   -672.534668    1677.039062
   -674.435425    1677.679077
   -676.316833    1678.314697
   -678.178833    1678.945557
   -680.021423    1679.571533
   -681.844482    1680.192871
   -683.647949    1680.809326
   -685.431763    1681.420776
   -687.195801    1682.027344
   -688.940125    1682.628662
   -690.664551    1683.224854
   -692.369019    1683.815674
   -694.053589    1684.401367
   -695.718079    1684.981567
   -697.362488    1685.556396
   -698.986694    1686.125488
   -700.590759    1686.689087
   -702.174438    1687.246826
   -703.737854    1687.799072
   -705.280823    1688.345337
   -706.803345    1688.885620
   -708.305359    1689.420044
   -709.786804    1689.948242
   -711.247620    1690.470703
   -712.687744    1690.986572
   -714.107117    1691.496338
   -715.505737    1691.999756
   -716.883545    1692.496826
   -718.240356    1692.987305
   -719.576294    1693.471436
   -720.891113    1693.948975
   -722.184998    1694.419678
   -723.457764    1694.883789
   -724.709351    1695.341064
   -725.939697    1695.791504
   -727.148865    1696.235107
   -728.336670    1696.671631
   -729.503174    1697.101074
   -730.648315    1697.523682
   -731.771973    1697.938843
   -732.874146    1698.346924
   -733.954712    1698.747803
   -735.013794    1699.141235
   -736.051270    1699.527344
   -737.067078    1699.906006
   -738.061218    1700.277222
   -739.033569    1700.640869
   -739.984192    1700.996948
   -740.912964    1701.345215
   -741.819946    1701.686035
   -742.705017    1702.019043
   -743.568115    1702.344116
   -744.409302    1702.661499
   -745.228516    1702.970947
   -746.025635    1703.272461
   -746.800720    1703.566162
   -747.553711    1703.851562
   -748.284546    1704.129028
   -748.993286    1704.398438
   -749.679810    1704.659668
   -750.344116    1704.912598
   -750.986206    1705.157471
   -751.606079    1705.394043
   -752.203613    1705.622437
   -752.778809    1705.842529
   -753.331665    1706.054199
   -753.862183    1706.257324
   -754.370239    1706.452148
   -754.855957    1706.638428
   -755.319214    1706.816406
   -755.760071    1706.985840
   -756.178467    1707.146729
   -756.574341    1707.299072
   -756.947693    1707.442871
   -757.298584    1707.578125
   -757.626831    1707.704712
   -757.932617    1707.822510
   -758.215820    1707.931885
   -758.476440    1708.032471
   -758.714539    1708.124268
   -758.929993    1708.207642
   -759.122803    1708.282227
   -759.293091    1708.348022
   -759.440674    1708.405029
   -759.565674    1708.453369
   -759.667969    1708.492920
   -759.747681    1708.523682
   -759.804749    1708.545898
   -759.839111    1708.559082
   -759.850891    1708.563721
   -759.839966    1708.559326
   -759.806458    1708.546387
   -759.750244    1708.524658
   -759.671387    1708.494141
   -759.569946    1708.454834
   -759.445801    1708.406982
   -759.299072    1708.349976
   -759.129639    1708.284546
   -758.937622    1708.210449
   -758.723022    1708.127441
   -758.485718    1708.035889
   -758.225891    1707.935547
   -757.943481    1707.826416
   -757.638428    1707.708740
   -757.310852    1707.582520
   -756.960693    1707.447510
   -756.588013    1707.303955
   -756.192810    1707.151978
   -755.775085    1706.991333
   -755.334839    1706.822144
   -754.872192    1706.644287
   -754.386963    1706.458252
   -753.879395    1706.263428
   -753.349365    1706.060303
   -752.796936    1705.848877
   -752.222168    1705.629028
   -751.625000    1705.400879
   -751.005493    1705.164307
   -750.363770    1704.919678
   -749.699646    1704.666626
   -749.013306    1704.405396
   -748.304810    1704.136230
   -747.574097    1703.858643
   -746.821167    1703.573242
   -746.046082    1703.279541
   -745.248901    1702.978027
   -744.429688    1702.668579
   -743.588379    1702.351074
   -742.725098    1702.025879
   -741.839783    1701.692749
   -740.932556    1701.351929
   -740.003418    1701.003418
   -739.052429    1700.647217
   -738.079590    1700.283325
   -737.084961    1699.911987
   -736.068604    1699.532959
   -735.030457    1699.146729
   -733.970703    1698.752930
   -732.889282    1698.351807
   -731.786255    1697.943359
   -730.661743    1697.527588
   -729.515625    1697.104858
   -728.348145    1696.675049
   -727.159180    1696.238037
   -725.948853    1695.793945
   -724.717285    1695.343140
   -723.464355    1694.885254
   -722.190186    1694.420654
   -720.894897    1693.949219
   -719.578369    1693.471191
   -718.240845    1692.986572
   -716.882324    1692.495361
   -715.502808    1691.997559
   -714.102295    1691.493652
   -712.680969    1690.983154
   -711.238770    1690.466431
   -709.775879    1689.943481
   -708.292236    1689.414307
   -706.787903    1688.879150
   -705.263000    1688.337891
   -703.717529    1687.790894
   -702.151611    1687.237793
   -700.565308    1686.679077
   -698.958557    1686.114502
   -697.331543    1685.544312
   -695.684204    1684.968750
   -694.016724    1684.387451
   -692.329102    1683.800781
   -690.621460    1683.208740
   -688.893738    1682.611572
   -687.146118    1682.009033
   -685.378540    1681.401367
   -683.591187    1680.788696
   -681.784119    1680.171143
   -679.957336    1679.548584
   -678.110901    1678.921265
   -676.244873    1678.289062
   -674.359436    1677.652344
   -672.454529    1677.010864
   -670.530273    1676.364990
   -668.586670    1675.714722
   -666.623840    1675.060059
   -664.641846    1674.401123
   -662.640747    1673.737793
   -660.620728    1673.070557
   -658.581665    1672.399048
   -656.523682    1671.723755
   -654.446960    1671.044434
   -652.351440    1670.361328
   -650.237305    1669.674561
   -648.104492    1668.984131
   -645.953186    1668.289917
   -643.783447    1667.592285
   -641.595215    1666.891357
   -639.388794    1666.186890
   -637.164062    1665.479248
   -634.921143    1664.768311
   -632.660156    1664.054321
   -630.381104    1663.337402
   -628.084167    1662.617310
   -625.769287    1661.894409
   -623.436646    1661.168701
   -621.086304    1660.440186
   -618.718262    1659.709229
   -616.332642    1658.975586
   -613.929565    1658.239258
   -611.509033    1657.500610
   -609.071106    1656.759521
   -606.615967    1656.016235
   -604.143555    1655.270630
   -601.654053    1654.522949
   -599.147461    1653.773193
   -596.623962    1653.021362
   -594.083496    1652.267578
   -591.526245    1651.512207
   -588.952271    1650.754883
   -586.361694    1649.995850
   -583.754456    1649.235107
   -581.130737    1648.472900
   -578.490540    1647.709229
   -575.833984    1646.944092
   -573.161255    1646.177612
   -570.472229    1645.409912
   -567.767090    1644.640869
   -565.045959    1643.870850
   -562.308838    1643.099609
   -559.555847    1642.327393
   -556.787048    1641.554199
   -554.002502    1640.780273
   -551.202332    1640.005371
   -548.386597    1639.229736
   -545.555298    1638.453491
   -542.708618    1637.676758
   -539.846680    1636.899170
   -536.969360    1636.121216
   -534.076904    1635.342896
   -531.169312    1634.564209
   -528.246765    1633.785400
   -525.309204    1633.006104
   -522.356812    1632.226562
   -519.389648    1631.447021
   -516.407715    1630.667480
   -513.411255    1629.887939
   -510.400146    1629.108398
   -507.374603    1628.328857
   -504.334656    1627.549805
   -501.280396    1626.770752
   -498.211914    1625.992188
   -495.129272    1625.213623
   -492.032501    1624.435791
   -488.921753    1623.658203
   -485.797058    1622.881348
   -482.658508    1622.104736
   -479.506226    1621.328979
   -476.340210    1620.553955
   -473.160583    1619.779419
   -469.967407    1619.005859
   -466.760742    1618.232910
   -463.540741    1617.460938
   -460.307434    1616.689941
   -457.060852    1615.919922
   -453.801147    1615.150757
   -450.528320    1614.382812
   -447.242554    1613.615967
   -443.943787    1612.850098
   -440.632202    1612.085693
   -437.307861    1611.322510
   -433.970764    1610.560425
   -430.621094    1609.799683
   -427.258850    1609.040405
   -423.884094    1608.282715
   -420.496979    1607.526123
   -417.097534    1606.771240
   -413.685852    1606.017944
   -410.261963    1605.266113
   -406.826019    1604.515869
   -403.378021    1603.767578
   -399.918060    1603.020630
   -396.446228    1602.275635
   -392.962585    1601.532227
   -389.467224    1600.790771
   -385.960205    1600.051270
   -382.441589    1599.313477
   -378.911438    1598.577515
   -375.369873    1597.843506
   -371.816956    1597.111694
   -368.252686    1596.381836
   -364.677246    1595.653931
   -361.090607    1594.928101
   -357.492920    1594.204346
   -353.884216    1593.482910
   -350.264526    1592.763428
   -346.634033    1592.046387
   -342.992676    1591.331299
   -339.340637    1590.618530
   -335.677917    1589.908203
   -332.004608    1589.199951
   -328.320801    1588.494141
   -324.626526    1587.790771
   -320.921844    1587.089722
   -317.206848    1586.391113
   -313.481628    1585.694824
   -309.746246    1585.001099
   -306.000732    1584.309814
   -302.245178    1583.620972
   -298.479675    1582.934814
   -294.704224    1582.250977
   -290.918945    1581.569824
   -287.123901    1580.891235
   -283.319153    1580.215332
   -279.504730    1579.541992
   -275.680756    1578.871338
   -271.847290    1578.203369
   -268.004333    1577.537964
   -264.152039    1576.875366
   -260.290405    1576.215576
   -256.419495    1575.558228
   -252.539429    1574.903809
   -248.650238    1574.252197
   -244.751984    1573.603149
   -240.844727    1572.957031
   -236.928528    1572.313721
   -233.003464    1571.673340
   -229.069580    1571.035645
   -225.126953    1570.400879
   -221.175659    1569.768799
   -217.215729    1569.139771
   -213.247223    1568.513672
   -209.270233    1567.890381
   -205.284790    1567.269897
   -201.290985    1566.652344
   -197.288849    1566.037842
   -193.278442    1565.426270
   -189.259827    1564.817627
   -185.233093    1564.211914
   -181.198257    1563.609131
   -177.155396    1563.009399
   -173.104584    1562.412598
   -169.045837    1561.818726
   -164.979263    1561.227783
   -160.904892    1560.639893
   -156.822784    1560.055176
   -152.733002    1559.473145
   -148.635590    1558.894287
   -144.530609    1558.318604
   -140.418121    1557.745850
   -136.298157    1557.176025
   -132.170807    1556.609375
   -128.036133    1556.045654
   -123.894150    1555.484985
   -119.744934    1554.927246
   -115.588539    1554.372559
   -111.425018    1553.821167
   -107.254425    1553.272705
   -103.076805    1552.727295
    -98.892227    1552.184814
    -94.700729    1551.645508
    -90.502373    1551.109131
    -86.297211    1550.575928
    -82.085289    1550.045654
    -77.866669    1549.518555
    -73.641388    1548.994507
    -69.409500    1548.473389
    -65.171066    1547.955566
    -60.926132    1547.440552
    -56.674744    1546.928589
    -52.416954    1546.419678
    -48.152817    1545.914062
    -43.882374    1545.411133
    -39.605682    1544.911377
    -35.322781    1544.414795
    -31.033726    1543.921143
    -26.738565    1543.430420
    -22.437346    1542.942871
    -18.130112    1542.458374
    -13.816916    1541.976807
     -9.497803    1541.498291
     -5.172818    1541.022705
     -0.842011    1540.550293
      3.494574    1540.080688
      7.836889    1539.614258
     12.184891    1539.150757
     16.538532    1538.690186
     20.897770    1538.232666
     25.262554    1537.778076
     29.632845    1537.326416
     34.008595    1536.877808
     38.389763    1536.432129
     42.776302    1535.989380
     47.168171    1535.549561
     51.565323    1535.112915
     55.967720    1534.678955
     60.375320    1534.247803
     64.788071    1533.819946
     69.205940    1533.394775
     73.628883    1532.972412
     78.056854    1532.553223
     82.489822    1532.136719
     86.927734    1531.723145
     91.370552    1531.312500
     95.818237    1530.904785
    100.270752    1530.499756
    104.728050    1530.097656
    109.190094    1529.698364
    113.656845    1529.302002
    118.128265    1528.908203
    122.604309    1528.517578
    127.084938    1528.129639
    131.570114    1527.744385
    136.059814    1527.361938
    140.553970    1526.982300
    145.052582    1526.605469
    149.555573    1526.231445
    154.062927    1525.860107
    158.574615    1525.491455
    163.090576    1525.125732
    167.610794    1524.762451
    172.135223    1524.402100
    176.663818    1524.044434
    181.196564    1523.689453
    185.733398    1523.337158
    190.274323    1522.987549
    194.819260    1522.640503
    199.368195    1522.296143
    203.921112    1521.954590
    208.477936    1521.615479
    213.038666    1521.278809
    217.603241    1520.945068
    222.171661    1520.614014
    226.743866    1520.285400
    231.319824    1519.959229
    235.899521    1519.635742
    240.482895    1519.314941
    245.069931    1518.996582
    249.660599    1518.680664
    254.254852    1518.367432
    258.852661    1518.056641
    263.454010    1517.748291
    268.058838    1517.442627
    272.667175    1517.139282
    277.278931    1516.838501
    281.894104    1516.540039
    286.512634    1516.244141
    291.134460    1515.950684
    295.759644    1515.659668
    300.388092    1515.371094
    305.019775    1515.084839
    309.654724    1514.801025
    314.292816    1514.519531
    318.934082    1514.240479
    323.578522    1513.963867
    328.226044    1513.689453
    332.876648    1513.417480
    337.530273    1513.147705
    342.186920    1512.880371
    346.846558    1512.615234
    351.509155    1512.352539
    356.174713    1512.092041
    360.843140    1511.833740
    365.514465    1511.577637
    370.188629    1511.323975
    374.865631    1511.072510
    379.545410    1510.823242
    384.227966    1510.576172
    388.913269    1510.331299
    393.601288    1510.088745
    398.291992    1509.848267
    402.985352    1509.609863
    407.681396    1509.373779
    412.380005    1509.139771
    417.081207    1508.907837
    421.784973    1508.678101
    426.491272    1508.450439
    431.200073    1508.224976
    435.911377    1508.001465
    440.625183    1507.780029
    445.341370    1507.560669
    450.059998    1507.343506
    454.781006    1507.128296
    459.504364    1506.915039
    464.230072    1506.703857
    468.958099    1506.494629
    473.688416    1506.287476
    478.421021    1506.082520
    483.155853    1505.879272
    487.892914    1505.677979
    492.632202    1505.478638
    497.373657    1505.281250
    502.117249    1505.085938
    506.862976    1504.892578
    511.610840    1504.700928
    516.360779    1504.511108
    521.112793    1504.323364
    525.866821    1504.137573
    530.622925    1503.953369
    535.380981    1503.771240
    540.141052    1503.590820
    544.903076    1503.412354
    549.667053    1503.235596
    554.432983    1503.060669
    559.200745    1502.887695
    563.970459    1502.716309
    568.741943    1502.546875
    573.515320    1502.379150
    578.290527    1502.213135
    583.067505    1502.048828
    587.846313    1501.886353
    592.626831    1501.725586
    597.409058    1501.566528
    602.193115    1501.409180
    606.978760    1501.253418
    611.766113    1501.099609
    616.555176    1500.947266
    621.345825    1500.796509
    626.138184    1500.647461
    630.932007    1500.500122
    635.727539    1500.354492
    640.524597    1500.210449
    645.323242    1500.067871
    650.123352    1499.927002
    654.925049    1499.787598
    659.728149    1499.650024
    664.532837    1499.513916
    669.338989    1499.379395
    674.146545    1499.246338
    678.955566    1499.114868
    683.765930    1498.984863
    688.577759    1498.856445
    693.390869    1498.729492
    698.205444    1498.604126
    703.021362    1498.480347
    707.838562    1498.357788
    712.657104    1498.236938
    717.476929    1498.117432
    722.298035    1497.999512
    727.120422    1497.882812
    731.944031    1497.767700
    736.768921    1497.654053
    741.594971    1497.541748
    746.422241    1497.430908
    751.250732    1497.321411
    756.080322    1497.213379
    760.911133    1497.106567
    765.743042    1497.001221
    770.576111    1496.897217
    775.410278    1496.794556
    780.245544    1496.693359
    785.081909    1496.593506
    789.919312    1496.494873
    794.757812    1496.397705
    799.597290    1496.301636
    804.437866    1496.206909
    809.279358    1496.113525
    814.121887    1496.021484
    818.965393    1495.930664
    823.809875    1495.841064
    828.655273    1495.752686
    833.501709    1495.665771
    838.348999    1495.579956
    843.197266    1495.495361
    848.046387    1495.412109
    852.896362    1495.329834
    857.747253    1495.249023
    862.598999    1495.169312
    867.451599    1495.090820
    872.305054    1495.013428
    877.159241    1494.937256
    882.014282    1494.862305
    886.870178    1494.788330
    891.726807    1494.715820
    896.584229    1494.644287
    901.442383    1494.573853
    906.301270    1494.504517
    911.160950    1494.436401
    916.021362    1494.369385
    920.882446    1494.303345
    925.744263    1494.238525
    930.606689    1494.174805
    935.469849    1494.112183
    940.333740    1494.050537
    945.198181    1493.989990
    950.063354    1493.930542
    954.929077    1493.872070
    959.795410    1493.814697
    964.662415    1493.758423
    969.530029    1493.703125
    974.398193    1493.648682
    979.266968    1493.595581
    984.136230    1493.543335
    989.006104    1493.491943
    993.876587    1493.441772
    998.747498    1493.392578
   1003.619019    1493.344238
   1008.490967    1493.296875
   1013.363464    1493.250488
   1018.236450    1493.205200
   1023.109924    1493.160645
   1027.983887    1493.117188
   1032.858276    1493.074707
   1037.733154    1493.032959
   1042.608398    1492.992188
   1047.484131    1492.952515
   1052.360352    1492.913818
   1057.236816    1492.875732
   1062.113770    1492.838623
   1066.991211    1492.802490
   1071.868896    1492.767090
   1076.747070    1492.732910
   1081.625488    1492.699219
   1086.504395    1492.666626
   1091.383545    1492.634766
   1096.263062    1492.603882
   1101.142822    1492.573853
   1106.023071    1492.544678
   1110.903564    1492.516113
   1115.784424    1492.488647
   1120.665405    1492.461792
   1125.546875    1492.435913
   1130.428467    1492.410767
   1135.310303    1492.386475
   1140.192627    1492.363037
   1145.074951    1492.340210
   1149.957764    1492.318359
   1154.840576    1492.297119
   1159.723877    1492.276855
   1164.607178    1492.257324
   1169.490723    1492.238281
   1174.374512    1492.220215
   1179.258301    1492.203003
   1184.142578    1492.186401
   1189.026855    1492.170654
   1193.911377    1492.155518
   1198.796021    1492.141235
   1203.680908    1492.127686
   1208.565796    1492.114746
   1213.450928    1492.102539
   1218.336060    1492.091064
   1223.221436    1492.080322
   1228.106812    1492.070312
   1232.992432    1492.060913
   1237.878052    1492.052246
   1242.763916    1492.044312
   1247.649658    1492.036865
   1252.535645    1492.030273
   1257.421631    1492.024414
   1262.307861    1492.019043
   1267.193848    1492.014526
   1272.080078    1492.010498
   1276.966309    1492.007202
   1281.852539    1492.004395
   1286.739014    1492.002441
   1291.625244    1492.001099
   1296.511719    1492.000366
   1301.397949    1492.000244
   1306.284424    1492.000732
   1311.170654    1492.001709
   1316.057129    1492.003540
   1320.943359    1492.005859
   1325.829834    1492.008667
   1330.716064    1492.012207
   1335.602295    1492.016357
   1340.488525    1492.021240
   1345.374756    1492.026367
   1350.260986    1492.032227
   1355.146973    1492.038818
   1360.032959    1492.045776
   1364.918945    1492.053467
   1369.804810    1492.061646
   1374.690674    1492.070312
   1379.576294    1492.079590
   1384.461914    1492.089478
   1389.347412    1492.099854
   1394.232910    1492.110840
   1399.118164    1492.122192
   1404.003418    1492.134277
   1408.888428    1492.146729
   1413.773315    1492.159912
   1418.658081    1492.173462
   1423.542725    1492.187500
   1428.427246    1492.202148
   1433.311646    1492.217285
   1438.195801    1492.232910
   1443.079834    1492.249023
   1447.963867    1492.265625
   1452.847534    1492.282715
   1457.731079    1492.300415
   1462.614502    1492.318604
   1467.497559    1492.337158
   1472.380615    1492.356201
   1477.263428    1492.375732
   1482.145996    1492.395874
   1487.028442    1492.416260
